status,severity,category,event_type,field,summary,observed,expected,evidence,examples,spec_source
INFO,Info,temporal,,,_id (arrival) order disagrees with client-timestamp order,475 of 8814 adjacent _id pairs reverse in client time; worst 35.0s,expected for batched uploads; audits sort by client timestamp,,wenyi090326-4.stratalog.logdata.json[7488] _id=6a9cc95d485cab4c95405ef8 ts=2026-09-06T02:01:01.1320000Z | wenyi090326-4.stratalog.logdata.json[7561] _id=6a9cc95d485cab4c95405efa ts=2026-09-06T02:00:26.0850000Z,
INFO,Info,temporal,,,client vs server timestamp skew,"median +0.11s, min -36.57s, max +0.84s over 8815 records",small constant skew; large negatives = delayed uploads,,,
PASS,Info,values,DEBUGMenu,data.actionType,all observed values are within the specification,"""DebugMenuStateChanged"" (2x)",,,,observed data
PASS,Info,values,DaniEvent,data.actionType,all observed values are within the specification,"""Close"" (1x); ""Open"" (1x)",,,,08-13-26/Investigation-results/dani-event-investigation.md
PASS,Info,values,DaniEvent,data.toolName,all observed values are within the specification,""""" (2x)",,,,08-13-26/Investigation-results/dani-event-investigation.md
INFO,Info,values,DaniEvent,data.toolName,specified value(s) never observed this build,"absent: Argumentation, Chat, Map, Settings",may be normal if that interaction was not used,,,08-13-26/Investigation-results/dani-event-investigation.md
PASS,Info,values,DialogueEvent,data.dialogueEventType,all observed values are within the specification,"""DialogueFinishEvent"" (294x); ""DialogueNodeEvent"" (1063x); ""DialogueStartEvent"" (298x)",,,,observed data (dialogue-event PDF not machine-readable)
PASS,Info,values,EndOfUnit,data.Unit,all observed values are within the specification,"""1"" (1x); ""2"" (1x); ""3"" (1x); ""4"" (1x)",,,,observed data
INFO,Info,values,EndOfUnit,data.Unit,specified value(s) never observed this build,absent: 5,may be normal if that interaction was not used,,,observed data
PASS,Info,values,InputEvent,data.Value,all observed values are within the specification,"""pressed"" (2033x)",,,,observed data (input-event PDF not machine-readable)
PASS,Info,values,InputEvent,data.playerOrDrone,all observed values are within the specification,"""Drone"" (255x); ""Player"" (1778x)",,,,observed data (input-event PDF not machine-readable)
PASS,Info,values,PuzzlePieceVisibleEvent,data.actionType,all observed values are within the specification,"""BecameCameraCentered"" (552x); ""BecameCameraUncentered"" (531x); ""BecameInvisible"" (1054x); ""BecameVisible"" (1107x)",,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
PASS,Info,values,Soil Key Puzzle,data.Soil Key Puzzle Status,all observed values are within the specification,"""Finished"" (4x); ""Started"" (4x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.actionType,all observed values are within the specification,"""LeftDrag"" (12x); ""RightDrag"" (18x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.currentSoilType,all observed values are within the specification,"""BEDROCK"" (1x); ""CLAY"" (5x); ""CLAYROCK"" (4x); ""CLAYSAND"" (5x); ""GRAVEL"" (3x); ""SAND"" (6x); ""SANDGRAVEL"" (6x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.isCorrectSelection,all observed values are within the specification,"""false"" (24x); ""true"" (6x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.waterLevelStatus,all observed values are within the specification,"""Proper"" (9x); ""TooHigh"" (12x); ""TooLow"" (9x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.waterRetentionChange,all observed values are within the specification,"""Decrease"" (15x); ""Increase"" (9x); ""NoChange"" (6x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
INFO,Info,values,TerasGardenBox,data.actionType,specified value(s) never observed this build,absent: soilSelected,may be normal if that interaction was not used,,,08-13-26/Investigation-results/tara-garden-box.md
INFO,Info,values,TerasGardenBox,data.actionType,value(s) not in the current specification — specification review required,""""" (3x)","soilSelected, cameraPlaced",,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,values,TerasGardenBox,data.soilType,all observed values are within the specification,"""Clay"" (2x); ""Gravel"" (2x); ""Sand"" (2x)",,,,08-13-26/Investigation-results/tara-garden-box.md
INFO,Info,values,TopographicMapEvent,data.actionType,specified value(s) never observed this build,absent: dragEnd,may be normal if that interaction was not used,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,values,TopographicMapEvent,data.actionType,value(s) not in the current specification — specification review required,"""Selected"" (2x); ""Unselected"" (1x); ""WaypointResetEvent"" (1x); ""WaypointSetEvent"" (2x)","MapOpenEvent, MapCloseEvent, dragEnd",,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,values,TopographicMapEvent,data.featureUsed,specified value(s) never observed this build,absent: waypoint,may be normal if that interaction was not used,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,values,TopographicMapEvent,data.featureUsed,value(s) not in the current specification — specification review required,"""Legend"" (3x); ""Waypoint"" (3x)","Map, waypoint",,,08-13-26/Investigation-results/topographic-map-event-investigation.md
PASS,Info,values,argumentationAnswerEvent,data.actionType,all observed values are within the specification,"""submitAnswerEvent"" (5x)",,,,08-13-26/Investigation-results/argumentation-answer-event-investigation.md
PASS,Info,values,argumentationEvent,data.actionType,all observed values are within the specification,"""argumentationSessionClose"" (7x); ""argumentationSessionOpen"" (5x)",,,,08-13-26/Investigation-results/argumentation-event-investigation.md
INFO,Info,values,argumentationNodeEvent,data.actionType,value(s) not in the current specification — specification review required,"""argumentationNodeRemove"" (1x)","argumentationNodeHoverStart, argumentationNodeHoverEnd, argumentationNodeAdd",,,08-13-26/Investigation-results/argumentation-node-event-investigation.md
PASS,Info,values,argumentationToolEvent,data.actionType,all observed values are within the specification,"""argumentationToolClose"" (1x); ""argumentationToolOpen"" (7x)",,,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
PASS,Info,values,chatEvent,data.actionType,all observed values are within the specification,"""Close"" (1x)",,,,08-13-26/Investigation-results/chat-event-investigation.md
INFO,Info,values,chatEvent,data.actionType,specified value(s) never observed this build,"absent: Open, ScrollStart",may be normal if that interaction was not used,,,08-13-26/Investigation-results/chat-event-investigation.md
PASS,Info,values,questEvent,data.questEventType,all observed values are within the specification,"""questActiveEvent"" (35x); ""questFinishEvent"" (29x)",,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,values,questEvent,data.questSuccessOrFailure,all observed values are within the specification,"""Succeeded"" (29x)",,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,values,soilMachine,data.actionType,all observed values are within the specification,"""ChangeCanister"" (5x)",,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,values,soilMachine,data.canisterType,all observed values are within the specification,"""Clay"" (2x); ""Gravel"" (2x); ""Sand"" (1x)",,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,values,soilMachine,data.row,all observed values are within the specification,"""BottomRow"" (1x); ""TopRow"" (4x)",,,,08-13-26/Investigation-results/soil-machine-investigation.md
