kind,eventType,ref,scene,data
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6925] _id=6a9cc9a5485cab4c954063c2 ts=2026-09-06T02:02:09.9960000Z ~ wenyi090326-4.stratalog.logdata.json[6923] _id=6a9cc9a5485cab4c954063c4 ts=2026-09-06T02:02:10.0320000Z (36ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6923] _id=6a9cc9a5485cab4c954063c4 ts=2026-09-06T02:02:10.0320000Z ~ wenyi090326-4.stratalog.logdata.json[6922] _id=6a9cc9a5485cab4c954063c6 ts=2026-09-06T02:02:10.0650000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6751] _id=6a9cc9c2485cab4c95406520 ts=2026-09-06T02:02:41.1100000Z ~ wenyi090326-4.stratalog.logdata.json[6749] _id=6a9cc9c2485cab4c95406522 ts=2026-09-06T02:02:41.1420000Z (32ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Slot 5"", ""timestamp"": ""2026-09-06T02:02:41.1420000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6597] _id=6a9cc9d4485cab4c95406658 ts=2026-09-06T02:02:58.5500000Z ~ wenyi090326-4.stratalog.logdata.json[6596] _id=6a9cc9d4485cab4c9540665a ts=2026-09-06T02:02:58.5520000Z (2ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:59.4520000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6588] _id=6a9cc9d4485cab4c95406662 ts=2026-09-06T02:02:59.4530000Z ~ wenyi090326-4.stratalog.logdata.json[6587] _id=6a9cc9d4485cab4c95406664 ts=2026-09-06T02:02:59.4850000Z (32ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 3"", ""timestamp"": ""2026-09-06T02:02:59.4850000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6568] _id=6a9cc9d6485cab4c95406688 ts=2026-09-06T02:03:01.6530000Z ~ wenyi090326-4.stratalog.logdata.json[6567] _id=6a9cc9d6485cab4c9540668a ts=2026-09-06T02:03:01.6860000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 5"", ""timestamp"": ""2026-09-06T02:03:01.6860000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6528] _id=6a9cc9dc485cab4c954066de ts=2026-09-06T02:03:07.1880000Z ~ wenyi090326-4.stratalog.logdata.json[6526] _id=6a9cc9dc485cab4c954066e0 ts=2026-09-06T02:03:07.2560000Z (68ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:03:07.2560000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6372] _id=6a9cc9f5485cab4c95406814 ts=2026-09-06T02:03:31.8660000Z ~ wenyi090326-4.stratalog.logdata.json[6371] _id=6a9cc9f5485cab4c95406816 ts=2026-09-06T02:03:31.8970000Z (31ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Slot 3"", ""timestamp"": ""2026-09-06T02:03:31.8970000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6168] _id=6a9cca06485cab4c954069a8 ts=2026-09-06T02:03:50.1060000Z ~ wenyi090326-4.stratalog.logdata.json[6167] _id=6a9cca06485cab4c954069aa ts=2026-09-06T02:03:50.1400000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-06T02:03:50.1400000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5916] _id=6a9cca28485cab4c95406bac ts=2026-09-06T02:04:21.1240000Z ~ wenyi090326-4.stratalog.logdata.json[5915] _id=6a9cca28485cab4c95406bae ts=2026-09-06T02:04:21.1540000Z (30ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:04:21.1540000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5835] _id=6a9cca2e485cab4c95406c42 ts=2026-09-06T02:04:29.3900000Z ~ wenyi090326-4.stratalog.logdata.json[5834] _id=6a9cca2e485cab4c95406c44 ts=2026-09-06T02:04:29.3910000Z (1ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Slot 1"", ""timestamp"": ""2026-09-06T02:04:29.3910000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5672] _id=6a9cca3d485cab4c95406d84 ts=2026-09-06T02:04:44.9650000Z ~ wenyi090326-4.stratalog.logdata.json[5671] _id=6a9cca3d485cab4c95406d86 ts=2026-09-06T02:04:44.9990000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 5"", ""timestamp"": ""2026-09-06T02:04:44.9990000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5580] _id=6a9cca52485cab4c95406e40 ts=2026-09-06T02:05:04.9390000Z ~ wenyi090326-4.stratalog.logdata.json[5579] _id=6a9cca52485cab4c95406e42 ts=2026-09-06T02:05:05.0730000Z (134ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:05:05.0730000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5120] _id=6a9cca8b485cab4c954071e6 ts=2026-09-06T02:06:00.4320000Z ~ wenyi090326-4.stratalog.logdata.json[5118] _id=6a9cca8b485cab4c954071e8 ts=2026-09-06T02:06:00.4640000Z (32ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5118] _id=6a9cca8b485cab4c954071e8 ts=2026-09-06T02:06:00.4640000Z ~ wenyi090326-4.stratalog.logdata.json[5117] _id=6a9cca8b485cab4c954071ea ts=2026-09-06T02:06:00.4650000Z (1ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5117] _id=6a9cca8b485cab4c954071ea ts=2026-09-06T02:06:00.4650000Z ~ wenyi090326-4.stratalog.logdata.json[5116] _id=6a9cca8b485cab4c954071ec ts=2026-09-06T02:06:00.4990000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5115] _id=6a9cca8b485cab4c954071ee ts=2026-09-06T02:06:00.4990000Z ~ wenyi090326-4.stratalog.logdata.json[5114] _id=6a9cca8b485cab4c954071f0 ts=2026-09-06T02:06:00.5300000Z (31ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5114] _id=6a9cca8b485cab4c954071f0 ts=2026-09-06T02:06:00.5300000Z ~ wenyi090326-4.stratalog.logdata.json[5113] _id=6a9cca8c485cab4c954071f2 ts=2026-09-06T02:06:00.5320000Z (2ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5113] _id=6a9cca8c485cab4c954071f2 ts=2026-09-06T02:06:00.5320000Z ~ wenyi090326-4.stratalog.logdata.json[5112] _id=6a9cca8c485cab4c954071f4 ts=2026-09-06T02:06:00.5660000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5112] _id=6a9cca8c485cab4c954071f4 ts=2026-09-06T02:06:00.5660000Z ~ wenyi090326-4.stratalog.logdata.json[5110] _id=6a9cca8c485cab4c954071f6 ts=2026-09-06T02:06:00.8300000Z (264ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5110] _id=6a9cca8c485cab4c954071f6 ts=2026-09-06T02:06:00.8300000Z ~ wenyi090326-4.stratalog.logdata.json[5108] _id=6a9cca8c485cab4c954071f8 ts=2026-09-06T02:06:00.8660000Z (36ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5108] _id=6a9cca8c485cab4c954071f8 ts=2026-09-06T02:06:00.8660000Z ~ wenyi090326-4.stratalog.logdata.json[5106] _id=6a9cca8c485cab4c954071fa ts=2026-09-06T02:06:00.8970000Z (31ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5107] _id=6a9cca8c485cab4c954071fc ts=2026-09-06T02:06:00.8970000Z ~ wenyi090326-4.stratalog.logdata.json[5104] _id=6a9cca8c485cab4c954071fe ts=2026-09-06T02:06:00.9310000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5105] _id=6a9cca8c485cab4c95407200 ts=2026-09-06T02:06:00.9310000Z ~ wenyi090326-4.stratalog.logdata.json[5103] _id=6a9cca8c485cab4c95407202 ts=2026-09-06T02:06:00.9640000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5103] _id=6a9cca8c485cab4c95407202 ts=2026-09-06T02:06:00.9640000Z ~ wenyi090326-4.stratalog.logdata.json[5102] _id=6a9cca8c485cab4c95407204 ts=2026-09-06T02:06:01.0650000Z (101ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4991] _id=6a9ccaa0485cab4c954072dc ts=2026-09-06T02:06:22.9770000Z ~ wenyi090326-4.stratalog.logdata.json[4990] _id=6a9ccaa0485cab4c954072e0 ts=2026-09-06T02:06:23.0760000Z (99ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:06:23.1100000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4990] _id=6a9ccaa0485cab4c954072e0 ts=2026-09-06T02:06:23.0760000Z ~ wenyi090326-4.stratalog.logdata.json[4989] _id=6a9ccaa0485cab4c954072e2 ts=2026-09-06T02:06:23.0770000Z (1ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:06:23.1100000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4989] _id=6a9ccaa0485cab4c954072e2 ts=2026-09-06T02:06:23.0770000Z ~ wenyi090326-4.stratalog.logdata.json[4986] _id=6a9ccaa0485cab4c954072e4 ts=2026-09-06T02:06:23.1100000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:06:23.1100000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4954] _id=6a9ccaa3485cab4c95407330 ts=2026-09-06T02:06:24.8100000Z ~ wenyi090326-4.stratalog.logdata.json[4953] _id=6a9ccaa3485cab4c95407332 ts=2026-09-06T02:06:24.8120000Z (2ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:06:24.8120000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4864] _id=6a9ccaab485cab4c954073e8 ts=2026-09-06T02:06:32.8120000Z ~ wenyi090326-4.stratalog.logdata.json[4860] _id=6a9ccaab485cab4c954073ea ts=2026-09-06T02:06:32.8460000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:06:32.8460000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4707] _id=6a9ccac4485cab4c9540751c ts=2026-09-06T02:06:57.9560000Z ~ wenyi090326-4.stratalog.logdata.json[4705] _id=6a9ccac4485cab4c9540751e ts=2026-09-06T02:06:57.9900000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:06:59.6930000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4705] _id=6a9ccac4485cab4c9540751e ts=2026-09-06T02:06:57.9900000Z ~ wenyi090326-4.stratalog.logdata.json[4704] _id=6a9ccac4485cab4c95407520 ts=2026-09-06T02:06:58.0230000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:06:59.6930000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4704] _id=6a9ccac4485cab4c95407520 ts=2026-09-06T02:06:58.0230000Z ~ wenyi090326-4.stratalog.logdata.json[4702] _id=6a9ccac4485cab4c95407522 ts=2026-09-06T02:06:58.5910000Z (568ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:06:59.6930000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3883] _id=6a9d801a485cab4c95407b9c ts=2026-09-06T15:00:41.1560000Z ~ wenyi090326-4.stratalog.logdata.json[3881] _id=6a9d801a485cab4c95407b9e ts=2026-09-06T15:00:41.2220000Z (66ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3880] _id=6a9d801a485cab4c95407ba0 ts=2026-09-06T15:00:41.2220000Z ~ wenyi090326-4.stratalog.logdata.json[3879] _id=6a9d801a485cab4c95407ba4 ts=2026-09-06T15:00:41.3220000Z (100ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3879] _id=6a9d801a485cab4c95407ba4 ts=2026-09-06T15:00:41.3220000Z ~ wenyi090326-4.stratalog.logdata.json[3878] _id=6a9d801a485cab4c95407ba6 ts=2026-09-06T15:00:41.3880000Z (66ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3878] _id=6a9d801a485cab4c95407ba6 ts=2026-09-06T15:00:41.3880000Z ~ wenyi090326-4.stratalog.logdata.json[3877] _id=6a9d801a485cab4c95407ba8 ts=2026-09-06T15:00:41.4550000Z (67ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3877] _id=6a9d801a485cab4c95407ba8 ts=2026-09-06T15:00:41.4550000Z ~ wenyi090326-4.stratalog.logdata.json[3876] _id=6a9d801a485cab4c95407baa ts=2026-09-06T15:00:41.4560000Z (1ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3661] _id=6a9d802e485cab4c95407d62 ts=2026-09-06T15:00:59.0310000Z ~ wenyi090326-4.stratalog.logdata.json[3659] _id=6a9d802e485cab4c95407d64 ts=2026-09-06T15:00:59.4650000Z (434ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3659] _id=6a9d802e485cab4c95407d64 ts=2026-09-06T15:00:59.4650000Z ~ wenyi090326-4.stratalog.logdata.json[3657] _id=6a9d802e485cab4c95407d66 ts=2026-09-06T15:00:59.5300000Z (65ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3658] _id=6a9d802e485cab4c95407d68 ts=2026-09-06T15:00:59.5300000Z ~ wenyi090326-4.stratalog.logdata.json[3655] _id=6a9d802f485cab4c95407d6a ts=2026-09-06T15:00:59.5640000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3653] _id=6a9d802f485cab4c95407d72 ts=2026-09-06T15:00:59.5640000Z ~ wenyi090326-4.stratalog.logdata.json[3652] _id=6a9d802f485cab4c95407d74 ts=2026-09-06T15:00:59.5970000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3652] _id=6a9d802f485cab4c95407d74 ts=2026-09-06T15:00:59.5970000Z ~ wenyi090326-4.stratalog.logdata.json[3651] _id=6a9d802f485cab4c95407d76 ts=2026-09-06T15:00:59.6310000Z (34ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
